,asset,time,ReferenceRateUSD
2339,btc,2025-01-04 07:00:00+00:00,98050.4712019287
2340,btc,2025-01-04 08:00:00+00:00,98186.731864699
2341,btc,2025-01-04 09:00:00+00:00,98075.1563889538
2342,btc,2025-01-04 10:00:00+00:00,97738.8301382233
2343,btc,2025-01-04 11:00:00+00:00,97746.942849211
2344,btc,2025-01-04 12:00:00+00:00,97788.029132671
2345,btc,2025-01-04 13:00:00+00:00,97852.3243550555
2346,btc,2025-01-04 14:00:00+00:00,97878.5224658095
2347,btc,2025-01-04 15:00:00+00:00,97990.1619336645
2348,btc,2025-01-04 16:00:00+00:00,97727.4115
2349,btc,2025-01-04 17:00:00+00:00,97689.8676247808
2350,btc,2025-01-04 18:00:00+00:00,97882.0584988311
2351,btc,2025-01-04 19:00:00+00:00,98003.4556440678
2352,btc,2025-01-04 20:00:00+00:00,98168.052181765
2353,btc,2025-01-04 21:00:00+00:00,98498.0514184688
2354,btc,2025-01-04 22:00:00+00:00,98425.3895727645
2355,btc,2025-01-04 23:00:00+00:00,98378.0004693162
2356,btc,2025-01-05 00:00:00+00:00,98230.0478571011
2357,btc,2025-01-05 01:00:00+00:00,98236.8041405611
2358,btc,2025-01-05 02:00:00+00:00,98123.5282726476
2359,btc,2025-01-05 03:00:00+00:00,98151.5946905318
2360,btc,2025-01-05 04:00:00+00:00,98128.0090239626
2361,btc,2025-01-05 05:00:00+00:00,98360.8401841028
2362,btc,2025-01-05 06:00:00+00:00,98336.2420768557
2363,btc,2025-01-05 07:00:00+00:00,98380.8485435418
2364,btc,2025-01-05 08:00:00+00:00,98308.6406478667
2365,btc,2025-01-05 09:00:00+00:00,97850.650550263
2366,btc,2025-01-05 10:00:00+00:00,97779.5967691408
2367,btc,2025-01-05 11:00:00+00:00,97667.0050409118
2368,btc,2025-01-05 12:00:00+00:00,97649.480710111
2369,btc,2025-01-05 13:00:00+00:00,97755.4235593221
2370,btc,2025-01-05 14:00:00+00:00,97813.8196624781
2371,btc,2025-01-05 15:00:00+00:00,97647.2066981298
2372,btc,2025-01-05 16:00:00+00:00,97991.8602811221
2373,btc,2025-01-05 17:00:00+00:00,98030.058854471
2374,btc,2025-01-05 18:00:00+00:00,97805.7207895967
2375,btc,2025-01-05 19:00:00+00:00,97799.4304719462
