,asset,time,ReferenceRateUSD
194,eth,2025-01-20 16:00:00+00:00,3345.39417773817
195,eth,2025-01-20 17:00:00+00:00,3357.27808623612
196,eth,2025-01-20 18:00:00+00:00,3292.43270448568
197,eth,2025-01-20 19:00:00+00:00,3312.13150383401
198,eth,2025-01-20 20:00:00+00:00,3341.55108040327
199,eth,2025-01-20 21:00:00+00:00,3326.27786481005
200,eth,2025-01-20 22:00:00+00:00,3308.28651166569
201,eth,2025-01-20 23:00:00+00:00,3306.54864440093
202,eth,2025-01-21 00:00:00+00:00,3285.42927070719
203,eth,2025-01-21 01:00:00+00:00,3246.87730424313
204,eth,2025-01-21 02:00:00+00:00,3237.21708798364
205,eth,2025-01-21 03:00:00+00:00,3248.75649823495
206,eth,2025-01-21 04:00:00+00:00,3256.1926414962
207,eth,2025-01-21 05:00:00+00:00,3235.5583317592
208,eth,2025-01-21 06:00:00+00:00,3226.95740628872
209,eth,2025-01-21 07:00:00+00:00,3230.98137875804
210,eth,2025-01-21 08:00:00+00:00,3250.98408809468
211,eth,2025-01-21 09:00:00+00:00,3246.94629016657
212,eth,2025-01-21 10:00:00+00:00,3264.10076304793
213,eth,2025-01-21 11:00:00+00:00,3290.98672669784
214,eth,2025-01-21 12:00:00+00:00,3301.07318220923
215,eth,2025-01-21 13:00:00+00:00,3303.58352176505
216,eth,2025-01-21 14:00:00+00:00,3300.2762249474
217,eth,2025-01-21 15:00:00+00:00,3299.72425268849
218,eth,2025-01-21 16:00:00+00:00,3286.9990694097
219,eth,2025-01-21 17:00:00+00:00,3317.50303516949
220,eth,2025-01-21 18:00:00+00:00,3328.74257474576
221,eth,2025-01-21 19:00:00+00:00,3347.96086765634
222,eth,2025-01-21 20:00:00+00:00,3328.78480560491
223,eth,2025-01-21 21:00:00+00:00,3314.75160552309
224,eth,2025-01-21 22:00:00+00:00,3323.66297112799
225,eth,2025-01-21 23:00:00+00:00,3337.77884177674
226,eth,2025-01-22 00:00:00+00:00,3322.64100092051
227,eth,2025-01-22 01:00:00+00:00,3337.3509044097
228,eth,2025-01-22 02:00:00+00:00,3332.3853575979
229,eth,2025-01-22 03:00:00+00:00,3338.6620012069
230,eth,2025-01-22 04:00:00+00:00,3336.67327317943
231,eth,2025-01-22 05:00:00+00:00,3325.82989625365
232,eth,2025-01-22 06:00:00+00:00,3324.07699371128
233,eth,2025-01-22 07:00:00+00:00,3310.37877352426
234,eth,2025-01-22 08:00:00+00:00,3295.55062898305
235,eth,2025-01-22 09:00:00+00:00,3290.32441120982
236,eth,2025-01-22 10:00:00+00:00,3298.18085696669
237,eth,2025-01-22 11:00:00+00:00,3301.64203800117
238,eth,2025-01-22 12:00:00+00:00,3316.72363181181
239,eth,2025-01-22 13:00:00+00:00,3315.96119730567
240,eth,2025-01-22 14:00:00+00:00,3295.60649633548
241,eth,2025-01-22 15:00:00+00:00,3290.16038852718
242,eth,2025-01-22 16:00:00+00:00,3282.40937260666
243,eth,2025-01-22 17:00:00+00:00,3275.0447557744
244,eth,2025-01-22 18:00:00+00:00,3282.28016373466
245,eth,2025-01-22 19:00:00+00:00,3266.90226310345
246,eth,2025-01-22 20:00:00+00:00,3266.96943372881
247,eth,2025-01-22 21:00:00+00:00,3263.79686479836
248,eth,2025-01-22 22:00:00+00:00,3255.57987151666
249,eth,2025-01-22 23:00:00+00:00,3251.59686068966
250,eth,2025-01-23 00:00:00+00:00,3239.67506596143
251,eth,2025-01-23 01:00:00+00:00,3251.87692269141
252,eth,2025-01-23 02:00:00+00:00,3239.79442375219
253,eth,2025-01-23 03:00:00+00:00,3216.84804939801
254,eth,2025-01-23 04:00:00+00:00,3230.78876936879
